test,t,set_L,set_R,vel_L,vel_R
turn_right,17.2014,-0.3,0.3,-0.3508,0.3504
turn_right,17.2219,-0.3,0.3,-0.3508,0.3504
turn_right,17.2432,-0.3,0.3,-0.3491,0.3504
turn_right,17.2639,-0.3,0.3,-0.3491,0.7006
turn_right,17.2844,-0.3,0.3,-0.3491,0.7006
turn_right,17.3058,-0.3,0.3,0.0,0.7006
turn_right,17.3265,-0.3,0.3,0.0,0.3503
turn_right,17.347,-0.3,0.3,0.0,0.3503
turn_right,17.3683,-0.3,0.3,-0.701,0.3503
turn_right,17.389,-0.3,0.3,-0.701,0.0
turn_right,17.4095,-0.3,0.3,-0.701,0.0
turn_right,17.4308,-0.3,0.3,-0.3198,0.0
turn_right,17.4515,-0.3,0.3,-0.3198,0.3482
turn_right,17.472,-0.3,0.3,-0.3198,0.3482
turn_right,17.4935,-0.3,0.3,0.0,0.3482
turn_right,17.5142,-0.3,0.3,0.0,0.7009
turn_right,17.5347,-0.3,0.3,0.0,0.7009
turn_right,17.5563,-0.3,0.3,0.0,0.7009
turn_right,17.577,-0.3,0.3,0.0,0.3505
turn_right,17.5976,-0.3,0.3,0.0,0.3505
turn_right,17.6192,-0.3,0.3,-0.3496,0.3505
turn_right,17.64,-0.3,0.3,-0.3496,0.3502
turn_right,17.6605,-0.3,0.3,-0.3496,0.3502
turn_right,17.6818,-0.3,0.3,-0.5929,0.3502
turn_right,17.7026,-0.3,0.3,-0.5929,0.3213
turn_right,17.7231,-0.3,0.3,-0.5929,0.3213
turn_right,17.7445,-0.3,0.3,-0.699,0.3213
turn_right,17.7651,-0.3,0.3,-0.699,0.3505
turn_right,17.7856,-0.3,0.3,-0.699,0.3505
turn_right,17.8069,-0.3,0.3,0.0,0.3505
turn_right,17.8276,-0.3,0.3,0.0,0.3209
turn_right,17.8481,-0.3,0.3,0.0,0.3209
turn_right,17.8694,-0.3,0.3,-0.3496,0.3209
turn_right,17.8901,-0.3,0.3,-0.3496,0.3209
turn_right,17.9106,-0.3,0.3,-0.3496,0.3209
turn_right,17.9319,-0.3,0.3,0.0,0.3209
turn_right,17.9526,-0.3,0.3,0.0,0.3501
turn_right,17.973,-0.3,0.3,0.0,0.3501
turn_right,17.9943,-0.3,0.3,-0.701,0.3501
turn_right,18.015,-0.3,0.3,-0.701,0.0
turn_right,18.0355,-0.3,0.3,-0.701,0.0
turn_right,18.0568,-0.3,0.3,-0.3504,0.0
turn_right,18.0775,-0.3,0.3,-0.3504,0.2949
turn_right,18.0981,-0.3,0.3,-0.3504,0.2949
turn_right,18.1196,-0.3,0.3,0.0,0.2949
turn_right,18.1403,-0.3,0.3,0.0,0.0
turn_right,18.1608,-0.3,0.3,0.0,0.0
turn_right,18.1821,-0.3,0.3,0.0,0.0
turn_right,18.2028,-0.3,0.3,0.0,0.0
turn_right,18.2233,-0.3,0.3,0.0,0.0
turn_right,18.2447,-0.3,0.3,0.0,0.0
turn_right,18.2656,-0.3,0.3,0.0,0.3496
turn_right,18.2862,-0.3,0.3,0.0,0.3496
turn_right,18.3077,-0.3,0.3,-0.35,0.3496
turn_right,18.3285,-0.3,0.3,-0.35,0.0
turn_right,18.349,-0.3,0.3,-0.35,0.0
turn_right,18.3705,-0.3,0.3,0.0,0.0
turn_right,18.3912,-0.3,0.3,0.0,0.3496
turn_right,18.4117,-0.3,0.3,0.0,0.3496
turn_right,18.433,-0.3,0.3,-0.3503,0.3496
turn_right,18.4537,-0.3,0.3,-0.3503,0.3463
turn_right,18.4742,-0.3,0.3,-0.3503,0.3463
turn_right,18.4956,-0.3,0.3,-0.3364,0.3463
turn_right,18.5162,-0.3,0.3,-0.3364,0.0
turn_right,18.5368,-0.3,0.3,-0.3364,0.0
turn_right,18.5583,-0.3,0.3,-0.3209,0.0
turn_right,18.579,-0.3,0.3,-0.3209,0.0
turn_right,18.5995,-0.3,0.3,-0.3209,0.0
turn_right,18.6208,-0.3,0.3,0.0,0.0
turn_right,18.6415,-0.3,0.3,0.0,0.3499
turn_right,18.662,-0.3,0.3,0.0,0.3499
turn_right,18.6834,-0.3,0.3,-0.6993,0.3499
turn_right,18.7041,-0.3,0.3,-0.6993,0.3209
turn_right,18.7246,-0.3,0.3,-0.6993,0.3209
turn_right,18.7459,-0.3,0.3,-0.3494,0.3209
turn_right,18.7666,-0.3,0.3,-0.3494,0.7013
turn_right,18.787,-0.3,0.3,-0.3494,0.7013
turn_right,18.8083,-0.3,0.3,-0.35,0.7013
turn_right,18.829,-0.3,0.3,-0.35,0.0
turn_right,18.8495,-0.3,0.3,-0.35,0.0
turn_right,18.8707,-0.3,0.3,0.0,0.0
turn_right,18.8915,-0.3,0.3,0.0,1.0507
turn_right,18.9119,-0.3,0.3,0.0,1.0507
turn_right,18.9332,-0.3,0.3,-0.3205,1.0507
turn_right,18.9539,-0.3,0.3,-0.3205,0.3496
turn_right,18.9744,-0.3,0.3,-0.3205,0.3496
turn_right,18.9957,-0.3,0.3,-0.7003,0.3496
turn_right,19.0164,-0.3,0.3,-0.7003,0.3504
turn_right,19.0368,-0.3,0.3,-0.7003,0.3504
turn_right,19.0581,-0.3,0.3,0.0,0.3504
turn_right,19.0787,-0.3,0.3,0.0,0.6418
turn_right,19.0994,-0.3,0.3,0.0,0.6418
turn_right,19.1209,-0.3,0.3,0.0,0.6418
turn_right,19.1416,-0.3,0.3,0.0,0.0
turn_right,19.1621,-0.3,0.3,0.0,0.0
turn_right,19.1835,-0.3,0.3,-0.3496,0.0
turn_right,19.2042,-0.3,0.3,-0.3496,0.6419
turn_right,19.2247,-0.3,0.3,-0.3496,0.6419
turn_right,19.2461,-0.3,0.3,-0.6417,0.6419
turn_right,19.2668,-0.3,0.3,-0.6417,0.3505
turn_right,19.2873,-0.3,0.3,-0.6417,0.3505
turn_right,19.3088,-0.3,0.3,-0.321,0.3505
turn_right,19.3295,-0.3,0.3,-0.321,0.3209
turn_right,19.35,-0.3,0.3,-0.321,0.3209
turn_right,19.3714,-0.3,0.3,-0.3496,0.3209
turn_right,19.3921,-0.3,0.3,-0.3496,0.0
turn_right,19.4126,-0.3,0.3,-0.3496,0.0
turn_right,19.4339,-0.3,0.3,0.0,0.0
turn_right,19.4545,-0.3,0.3,0.0,0.3462
turn_right,19.475,-0.3,0.3,0.0,0.3462
turn_right,19.4963,-0.3,0.3,-0.3209,0.3462
turn_right,19.517,-0.3,0.3,-0.3209,0.3209
stop,20.0385,0.0,0.0,-0.3209,0.3209
stop,20.0601,0.0,0.0,0.0,0.3209
stop,20.0808,0.0,0.0,0.0,0.0
stop,20.1013,0.0,0.0,0.0,0.0
stop,20.1227,0.0,0.0,0.0,0.0
stop,20.1434,0.0,0.0,0.0,0.0
stop,20.1639,0.0,0.0,0.0,0.0
stop,20.1852,0.0,0.0,0.0,0.0
stop,20.2058,0.0,0.0,0.0,0.0
stop,20.2263,0.0,0.0,0.0,0.0
stop,20.2477,0.0,0.0,0.0,0.0
stop,20.2683,0.0,0.0,0.0,0.0
stop,20.2888,0.0,0.0,0.0,0.0
stop,20.3101,0.0,0.0,0.0,0.0
stop,20.3308,0.0,0.0,0.0,0.0
stop,20.3514,0.0,0.0,0.0,0.0
stop,20.3727,0.0,0.0,0.0,0.0
stop,20.3934,0.0,0.0,0.0,0.0
stop,20.4139,0.0,0.0,0.0,0.0
stop,20.4352,0.0,0.0,0.0,0.0
stop,20.4559,0.0,0.0,0.0,0.0
stop,20.4764,0.0,0.0,0.0,0.0
stop,20.4976,0.0,0.0,0.0,0.0
stop,20.5183,0.0,0.0,0.0,0.0
stop,20.5388,0.0,0.0,0.0,0.0
stop,20.5603,0.0,0.0,0.0,0.0
stop,20.581,0.0,0.0,0.0,0.0
stop,20.6016,0.0,0.0,0.0,0.0
stop,20.6232,0.0,0.0,0.0,0.0
stop,20.6439,0.0,0.0,0.0,0.0
stop,20.6644,0.0,0.0,0.0,0.0
stop,20.6857,0.0,0.0,0.0,0.0
stop,20.7064,0.0,0.0,0.0,0.0
stop,20.7269,0.0,0.0,0.0,0.0
stop,20.7483,0.0,0.0,0.0,0.0
stop,20.769,0.0,0.0,0.0,0.0
stop,20.7895,0.0,0.0,0.0,0.0
stop,20.8108,0.0,0.0,0.0,0.0
stop,20.8315,0.0,0.0,0.0,0.0
stop,20.8519,0.0,0.0,0.0,0.0
stop,20.8732,0.0,0.0,0.0,0.0
stop,20.8939,0.0,0.0,0.0,0.0
stop,20.9144,0.0,0.0,0.0,0.0
stop,20.9358,0.0,0.0,0.0,0.0
stop,20.9565,0.0,0.0,0.0,0.0
stop,20.9771,0.0,0.0,0.0,0.0
stop,20.9984,0.0,0.0,0.0,0.0
stop,21.019,0.0,0.0,0.0,0.0
curve,21.5406,-0.3,-0.6,0.0,0.0
curve,21.5621,-0.3,-0.6,0.0,0.0
curve,21.5828,-0.3,-0.6,0.0,0.0
curve,21.6034,-0.3,-0.6,0.0,0.0
curve,21.6247,-0.3,-0.6,0.0,0.0
curve,21.6454,-0.3,-0.6,0.0,0.0
curve,21.666,-0.3,-0.6,0.0,0.0
curve,21.6875,-0.3,-0.6,0.0,0.0
curve,21.7082,-0.3,-0.6,0.0,-0.3208
curve,21.7287,-0.3,-0.6,0.0,-0.3208
curve,21.7501,-0.3,-0.6,0.0,-0.3208
curve,21.7707,-0.3,-0.6,0.0,-0.6993
curve,21.7912,-0.3,-0.6,0.0,-0.6993
curve,21.8125,-0.3,-0.6,0.0,-0.6993
curve,21.8332,-0.3,-0.6,0.0,-0.3496
curve,21.8537,-0.3,-0.6,0.0,-0.3496
curve,21.875,-0.3,-0.6,-0.3208,-0.3496
curve,21.8957,-0.3,-0.6,-0.3208,-0.9639
curve,21.9163,-0.3,-0.6,-0.3208,-0.9639
curve,21.9376,-0.3,-0.6,-0.3209,-0.9639
curve,21.9583,-0.3,-0.6,-0.3209,-0.3808
curve,21.9788,-0.3,-0.6,-0.3209,-0.3808
curve,22.0001,-0.3,-0.6,-0.2958,-0.3808
curve,22.0208,-0.3,-0.6,-0.2958,-0.3208
curve,22.0413,-0.3,-0.6,-0.2958,-0.3208
curve,22.0625,-0.3,-0.6,-0.3215,-0.3208
curve,22.0833,-0.3,-0.6,-0.3215,-0.3209
curve,22.1039,-0.3,-0.6,-0.3215,-0.3209
curve,22.1255,-0.3,-0.6,0.0,-0.3209
curve,22.1462,-0.3,-0.6,0.0,-0.7007
curve,22.1667,-0.3,-0.6,0.0,-0.7007
curve,22.1881,-0.3,-0.6,0.0,-0.7007
curve,22.2088,-0.3,-0.6,0.0,-0.3207
curve,22.2293,-0.3,-0.6,0.0,-0.3207
curve,22.2507,-0.3,-0.6,-0.3835,-0.3207
curve,22.2715,-0.3,-0.6,-0.3835,-0.6417
curve,22.292,-0.3,-0.6,-0.3835,-0.6417
curve,22.3134,-0.3,-0.6,-0.3497,-0.6417
curve,22.3342,-0.3,-0.6,-0.3497,-0.7009
curve,22.3547,-0.3,-0.6,-0.3497,-0.7009
curve,22.3761,-0.3,-0.6,-0.3844,-0.7009
curve,22.3967,-0.3,-0.6,-0.3844,-0.3209
curve,22.4172,-0.3,-0.6,-0.3844,-0.3209
curve,22.4386,-0.3,-0.6,-0.3505,-0.3209
curve,22.4592,-0.3,-0.6,-0.3505,-0.6982
curve,22.4797,-0.3,-0.6,-0.3505,-0.6982
curve,22.501,-0.3,-0.6,-0.3506,-0.6982
curve,22.5217,-0.3,-0.6,-0.3506,-0.7688
curve,22.5423,-0.3,-0.6,-0.3506,-0.7688
curve,22.5638,-0.3,-0.6,-0.3505,-0.7688
curve,22.5844,-0.3,-0.6,-0.3505,-0.3496
curve,22.605,-0.3,-0.6,-0.3505,-0.3496
curve,22.6264,-0.3,-0.6,0.0,-0.3496
curve,22.647,-0.3,-0.6,0.0,-0.701
curve,22.6675,-0.3,-0.6,0.0,-0.701
curve,22.6888,-0.3,-0.6,-0.3196,-0.701
curve,22.7095,-0.3,-0.6,-0.3196,-0.6993
curve,22.73,-0.3,-0.6,-0.3196,-0.6993
curve,22.7514,-0.3,-0.6,-0.3494,-0.6993
curve,22.772,-0.3,-0.6,-0.3494,-0.6991
curve,22.7925,-0.3,-0.6,-0.3494,-0.6991
curve,22.8138,-0.3,-0.6,0.0,-0.6991
curve,22.8345,-0.3,-0.6,0.0,-0.3496
curve,22.855,-0.3,-0.6,0.0,-0.3496
curve,22.8764,-0.3,-0.6,-0.3505,-0.3496
curve,22.897,-0.3,-0.6,-0.3505,-0.3209
curve,22.9175,-0.3,-0.6,-0.3505,-0.3209
curve,22.9388,-0.3,-0.6,-0.701,-0.3209
curve,22.9595,-0.3,-0.6,-0.701,-0.7008
curve,22.98,-0.3,-0.6,-0.701,-0.7008
curve,23.0013,-0.3,-0.6,-0.701,-0.7008
curve,23.0219,-0.3,-0.6,-0.701,-0.3656
curve,23.0424,-0.3,-0.6,-0.701,-0.3656
curve,23.0638,-0.3,-0.6,-0.3209,-0.3656
curve,23.0845,-0.3,-0.6,-0.3209,-0.351
curve,23.1049,-0.3,-0.6,-0.3209,-0.351
curve,23.1262,-0.3,-0.6,-0.3504,-0.351
curve,23.1468,-0.3,-0.6,-0.3504,-0.6419
curve,23.1673,-0.3,-0.6,-0.3504,-0.6419
curve,23.1886,-0.3,-0.6,-0.7003,-0.6419
curve,23.2093,-0.3,-0.6,-0.7003,-0.6418
curve,23.2297,-0.3,-0.6,-0.7003,-0.6418
curve,23.251,-0.3,-0.6,0.0,-0.6418
curve,23.2717,-0.3,-0.6,0.0,-0.5958
curve,23.2923,-0.3,-0.6,0.0,-0.5958
curve,23.3137,-0.3,-0.6,0.0,-0.5958
curve,23.3344,-0.3,-0.6,0.0,-0.349
curve,23.3549,-0.3,-0.6,0.0,-0.349
curve,23.3763,-0.3,-0.6,0.0,-0.349
curve,23.397,-0.3,-0.6,0.0,-0.6419
curve,23.4174,-0.3,-0.6,0.0,-0.6419
curve,23.4388,-0.3,-0.6,-0.3209,-0.6419
curve,23.4595,-0.3,-0.6,-0.3209,-0.7049
curve,23.48,-0.3,-0.6,-0.3209,-0.7049
curve,23.5013,-0.3,-0.6,-0.3209,-0.7049
curve,23.5219,-0.3,-0.6,-0.3209,-0.6418
curve,23.5424,-0.3,-0.6,-0.3209,-0.6418
curve,23.564,-0.3,-0.6,0.0,-0.6418
curve,23.5847,-0.3,-0.6,0.0,-0.6418
curve,23.6053,-0.3,-0.6,0.0,-0.6418
curve,23.6269,-0.3,-0.6,-0.6418,-0.6418
curve,23.6476,-0.3,-0.6,-0.6418,-0.3509
curve,23.6681,-0.3,-0.6,-0.6418,-0.3509
curve,23.6894,-0.3,-0.6,-0.35,-0.3509
curve,23.7102,-0.3,-0.6,-0.35,-0.9628
curve,23.7307,-0.3,-0.6,-0.35,-0.9628
curve,23.752,-0.3,-0.6,-0.3497,-0.9628
curve,23.7726,-0.3,-0.6,-0.3497,-1.0514
curve,23.7931,-0.3,-0.6,-0.3497,-1.0514
curve,23.8145,-0.3,-0.6,0.0,-1.0514
curve,23.8351,-0.3,-0.6,0.0,-0.3496
curve,23.8557,-0.3,-0.6,0.0,-0.3496
curve,23.877,-0.3,-0.6,-0.3496,-0.3496
curve,23.8976,-0.3,-0.6,-0.3496,-0.9627
curve,23.9181,-0.3,-0.6,-0.3496,-0.9627
curve,23.9394,-0.3,-0.6,-0.3497,-0.9627
curve,23.9601,-0.3,-0.6,-0.3497,-0.5909
curve,23.9806,-0.3,-0.6,-0.3497,-0.5909
curve,24.0018,-0.3,-0.6,0.0,-0.5909
curve,24.0225,-0.3,-0.6,0.0,-0.3504
curve,24.043,-0.3,-0.6,0.0,-0.3504
curve,24.0643,-0.3,-0.6,-0.3495,-0.3504
curve,24.085,-0.3,-0.6,-0.3495,-0.762
curve,24.1054,-0.3,-0.6,-0.3495,-0.762
curve,24.1268,-0.3,-0.6,-0.3463,-0.762
curve,24.1475,-0.3,-0.6,-0.3463,-0.3209
curve,24.168,-0.3,-0.6,-0.3463,-0.3209
curve,24.1893,-0.3,-0.6,0.0,-0.3209
curve,24.21,-0.3,-0.6,0.0,-0.6982
curve,24.2305,-0.3,-0.6,0.0,-0.6982
curve,24.2523,-0.3,-0.6,-0.701,-0.6982
curve,24.2731,-0.3,-0.6,-0.701,-0.6992
curve,24.2936,-0.3,-0.6,-0.701,-0.6992
curve,24.315,-0.3,-0.6,-0.6991,-0.6992
curve,24.3358,-0.3,-0.6,-0.6991,-0.7021
curve,24.3564,-0.3,-0.6,-0.6991,-0.7021
curve,24.3778,-0.3,-0.6,-0.321,-0.7021
curve,24.3985,-0.3,-0.6,-0.321,-0.6981
curve,24.419,-0.3,-0.6,-0.321,-0.6981
curve,24.4403,-0.3,-0.6,0.0,-0.6981
curve,24.461,-0.3,-0.6,0.0,-0.3239
curve,24.4815,-0.3,-0.6,0.0,-0.3239
curve,24.5027,-0.3,-0.6,-0.3209,-0.3239
curve,24.5234,-0.3,-0.6,-0.3209,-0.7009
stop,25.0449,0.0,0.0,-0.3209,-0.7009
stop,25.0663,0.0,0.0,0.0,-0.7009
stop,25.087,0.0,0.0,0.0,0.0
stop,25.1077,0.0,0.0,0.0,0.0
stop,25.1292,0.0,0.0,0.0,0.0
stop,25.1499,0.0,0.0,0.0,0.0
stop,25.1704,0.0,0.0,0.0,0.0
stop,25.1919,0.0,0.0,0.0,0.0
stop,25.2126,0.0,0.0,0.0,0.0
stop,25.2331,0.0,0.0,0.0,0.0
stop,25.2544,0.0,0.0,0.0,0.0
stop,25.2751,0.0,0.0,0.0,0.0
stop,25.2956,0.0,0.0,0.0,0.0
stop,25.317,0.0,0.0,0.0,0.0
stop,25.3376,0.0,0.0,0.0,0.0
stop,25.3581,0.0,0.0,0.0,0.0
stop,25.3795,0.0,0.0,0.0,0.0
stop,25.4001,0.0,0.0,0.0,0.0
stop,25.4206,0.0,0.0,0.0,0.0
stop,25.4419,0.0,0.0,0.0,0.0
stop,25.4625,0.0,0.0,0.0,0.0
stop,25.483,0.0,0.0,0.0,0.0
stop,25.5043,0.0,0.0,0.0,0.0
stop,25.525,0.0,0.0,0.0,0.0
stop,25.5456,0.0,0.0,0.0,0.0
stop,25.5671,0.0,0.0,0.0,0.0
stop,25.5879,0.0,0.0,0.0,0.0
stop,25.6084,0.0,0.0,0.0,0.0
stop,25.6297,0.0,0.0,0.0,0.0
stop,25.6504,0.0,0.0,0.0,0.0
stop,25.671,0.0,0.0,0.0,0.0
stop,25.6923,0.0,0.0,0.0,0.0
stop,25.713,0.0,0.0,0.0,0.0
stop,25.7335,0.0,0.0,0.0,0.0
stop,25.7548,0.0,0.0,0.0,0.0
stop,25.7755,0.0,0.0,0.0,0.0
stop,25.7959,0.0,0.0,0.0,0.0
stop,25.8172,0.0,0.0,0.0,0.0
stop,25.8379,0.0,0.0,0.0,0.0
stop,25.8584,0.0,0.0,0.0,0.0
stop,25.8798,0.0,0.0,0.0,0.0
stop,25.9005,0.0,0.0,0.0,0.0
stop,25.921,0.0,0.0,0.0,0.0
stop,25.9423,0.0,0.0,0.0,0.0
stop,25.9629,0.0,0.0,0.0,0.0
stop,25.9834,0.0,0.0,0.0,0.0
stop,26.0047,0.0,0.0,0.0,0.0
stop,26.0254,0.0,0.0,0.0,0.0
